1,Curriculum1,1,4,0,4,5,9,1183,46,8, 2
2,Curriculum2,1,4,1,5,2,7,529,40,9, 2
3,Curriculum3,1,0,0,0,0,0,0,0,0, 0
4,Cloning1,2,0,1,1,1,2,123,9,1, 2
5,Cloning2,2,1,0,1,1,2,91,8,2, 1
6,Cloning3,2,0,2,2,0,2,73,5,1, 4
7,Combination1,3,0,2,2,0,2,163,1,0, 4
8,Combination2,3,0,1,1,1,2,123,1,0, 2
9,Combination3,3,0,2,2,0,2,161,0,0, 4
10,Phase1Combination1,4,0,0,0,2,2,75,0,0, 0
11,Phase1Combination2,4,0,0,0,1,1,0,0,0, 0
12,Phase1Combination3,4,0,0,0,1,1,6,0,0, 0
